㚢|nu2|3
㚣|xiao2|3
㚤|yi4|3
㚥|yu2|3
㚦|yi2|3
㚧|yan3|3
㚨|shen3|3
㚩|ran3|3
㚪|hao4|3
㚫|sa4|3
㚬|jun1|3
㚭|you2|3
㚯|xin2|3
㚰|pei1|3
㚱|qiu1|3
㚲|chan1|3
㚴|bu4|3
㚵|dong1|3
㚶|si4|3
㚷|er3|3
㚹|mao3|3
㚺|yun4|3
㚻|ji1|4
㚽|qiao3|3
㚾|xiong1|3
㚿|pao2|3
㛀|chu2|3
㛁|peng1|3
㛂|nuo3|3
㛃|jie2|3
㛄|yi1|3
㛅|er4|3
㛆|duo4|3
㛊|duo3|3
㛍|qie4|3
㛎|lv3|3
㛏|qiu2|3
㛐|sou3|3
㛑|can4|3
㛒|dou4|3
㛓|xi1|3
㛔|feng1|3
㛕|yi4|3
㛖|suo1|3
㛗|qie1|3
㛘|po4|3
㛙|xin1|3
㛚|tong3|3
㛛|xin4|3
㛜|you2|3
㛝|bei4|3
㛞|long4|3
㛣|yun2|3
㛤|li2|3
㛥|ta4|3
㛦|lan3|3
㛧|man3|3
㛨|qiang3|3
㛩|zhou2|3
㛪|yan4|3
㛫|xi1|3
㛬|lu4|3
㛭|xi1|3
㛮|sao3|3
㛯|fan4|3
㛱|wei3|3
㛲|fa4|3
㛳|yi4|3
㛴|nao3|3
㛵|cheng1|3
㛶|tan4|3
㛷|ji1|3
㛸|shu4|3
㛹|pian2|3
㛺|an1|3
㛻|kua1|3
㛼|cha1|3
㛾|xian2|3
㛿|zhi4|3
㜂|feng1|3
㜃|lian4|3
㜄|xun2|3
㜅|xu4|3
㜆|mi4|3
㜇|hui4|3
㜈|mu4|3
㜉|yong1|3
㜊|zhan3|3
㜋|yi4|3
㜌|nou3|3
㜍|tang2|3
㜎|xi1|3
㜏|yun2|3
㜐|shu4|3
㜑|fu2|3
㜒|yi4|3
㜓|da2|3
㜕|lian2|3
㜖|cao2|3
㜗|can1|3
㜘|ju4|3
㜙|lu4|3
㜚|su4|3
㜛|nen4|3
㜜|ao4|3
㜝|an3|3
㜞|qian4|3
㜠|cui1|3
㜡|cong1|3
㜣|ran2|3
㜤|nian3|3
㜥|mai2|3
㜦|xin2|3
㜧|yue4|3
㜨|nai2|3
㜩|ao4|3
㜪|shen1|3
㜫|ma4|3
㜮|lan4|3
㜯|xi1|3
㜰|yue4|3
㜱|zhi4|3
㜲|weng3|3
㜳|huai2|3
㜴|meng4|3
㜵|niao3|3
㜶|wan3|3
㜷|mi2|3
㜸|nie4|3
㜹|qu2|3
㜺|zan4|3
㜻|lian4|3
㜼|zhi2|3
㜽|zi3|3
㜾|hai2|3
㜿|xu4|3
㝀|hao4|3
㝁|xuan1|3
㝂|zhi4|3
㝃|mian3|3
㝄|chun2|3
㝅|gou4|3
㝇|chun2|3
㝈|luan2|3
㝉|zhu4|3
㝊|shou3|3
㝋|liao3|3
㝌|jiu4|3
㝍|xie3|3
㝎|ding4|3
㝏|jie4|3
㝐|rong2|3
㝑|mang2|3
㝓|ke4|3
㝔|yao3|3
㝕|ning2|3
㝖|yi2|3
㝗|lang2|3
㝘|yong2|3
㝙|yin2|3
㝚|yan2|3
㝛|su4|3
㝝|lin2|3
㝞|ya1|3
㝟|mao2|3
㝠|ming2|3
㝡|zui4|3
㝢|yu3|3
㝣|yi4|3
㝤|gou4|3
㝥|mi3|3
㝦|jun4|3
㝧|wen3|3
㝩|kang1|3
㝪|dian4|3
㝫|long2|3
㝭|xing3|3
㝮|cui4|3
㝯|qiao2|3
㝰|mian2|3
㝱|meng4|3
㝲|qin3|3
㝴|wan2|3
㝵|de2|3
㝶|ai4|3
㝸|bian4|3
㝹|nou2|3
㝺|lian2|3
㝻|jin3|3
㝼|yu1|3
㝽|chui2|3
㝾|zuo3|3
㝿|bo3|3
㞀|hui1|3
㞁|yao4|3
㞂|tui3|3
㞃|ji4|3
㞄|an1|3
㞅|luo4|3
㞆|ji3|3
㞇|wei3|3
㞈|bo1|3
㞉|za1|3
㞊|xu4|3
㞋|nian3|3
